Entity,Code,Day,total_vaccinations_per_hundred
Afghanistan,AFG,2021-02-22,0
Afghanistan,AFG,2021-02-28,0.02
Afghanistan,AFG,2021-03-16,0.14
Afghanistan,AFG,2021-04-07,0.31
Afghanistan,AFG,2021-04-22,0.62
Africa,,2021-01-09,0
Africa,,2021-01-13,0
Africa,,2021-01-15,0
Africa,,2021-01-16,0
Africa,,2021-01-19,0
Africa,,2021-01-20,0
Africa,,2021-01-22,0
Africa,,2021-01-23,0
Africa,,2021-01-24,0
Africa,,2021-01-25,0
Africa,,2021-01-26,0
Africa,,2021-01-27,0
Africa,,2021-01-28,0
Africa,,2021-01-29,0
Africa,,2021-01-30,0.01
Africa,,2021-01-31,0.01
Africa,,2021-02-01,0.02
Africa,,2021-02-02,0.02
Africa,,2021-02-03,0.03
Africa,,2021-02-04,0.03
Africa,,2021-02-05,0.03
Africa,,2021-02-06,0.04
Africa,,2021-02-08,0.04
Africa,,2021-02-09,0.05
Africa,,2021-02-10,0.06
Africa,,2021-02-11,0.07
Africa,,2021-02-12,0.09
Africa,,2021-02-13,0.11
Africa,,2021-02-15,0.13
Africa,,2021-02-16,0.15
Africa,,2021-02-17,0.16
Africa,,2021-02-18,0.17
Africa,,2021-02-19,0.19
Africa,,2021-02-20,0.2
Africa,,2021-02-21,0.2
Africa,,2021-02-22,0.2
Africa,,2021-02-23,0.21
Africa,,2021-02-24,0.24
Africa,,2021-02-25,0.26
Africa,,2021-02-26,0.27
Africa,,2021-02-27,0.29
Africa,,2021-02-28,0.29
Africa,,2021-03-01,0.31
Africa,,2021-03-02,0.32
Africa,,2021-03-03,0.33
Africa,,2021-03-04,0.34
Africa,,2021-03-05,0.36
Africa,,2021-03-06,0.37
Africa,,2021-03-07,0.38
Africa,,2021-03-08,0.4
Africa,,2021-03-09,0.41
Africa,,2021-03-10,0.44
Africa,,2021-03-11,0.45
Africa,,2021-03-12,0.48
Africa,,2021-03-13,0.51
Africa,,2021-03-14,0.51
Africa,,2021-03-15,0.54
Africa,,2021-03-16,0.55
Africa,,2021-03-17,0.57
Africa,,2021-03-18,0.58
Africa,,2021-03-19,0.6
Africa,,2021-03-20,0.61
Africa,,2021-03-21,0.61
Africa,,2021-03-22,0.62
Africa,,2021-03-23,0.63
Africa,,2021-03-24,0.7
Africa,,2021-03-25,0.72
Africa,,2021-03-26,0.74
Africa,,2021-03-27,0.77
Africa,,2021-03-28,0.79
Africa,,2021-03-29,0.8
Africa,,2021-03-30,0.82
Africa,,2021-03-31,0.86
Africa,,2021-04-01,0.87
Africa,,2021-04-02,0.89
Africa,,2021-04-03,0.9
Africa,,2021-04-04,0.9
Africa,,2021-04-05,0.91
Africa,,2021-04-06,0.94
Africa,,2021-04-07,0.97
Africa,,2021-04-08,1.02
Africa,,2021-04-09,1.03
Africa,,2021-04-10,1.05
Africa,,2021-04-11,1.06
Africa,,2021-04-12,1.06
Africa,,2021-04-13,1.07
Africa,,2021-04-14,1.1
Africa,,2021-04-15,1.11
Africa,,2021-04-16,1.13
Africa,,2021-04-17,1.15
Africa,,2021-04-18,1.19
Africa,,2021-04-19,1.21
Africa,,2021-04-20,1.22
Africa,,2021-04-21,1.23
Africa,,2021-04-22,1.24
Africa,,2021-04-23,1.26
Africa,,2021-04-24,1.26
Africa,,2021-04-25,1.27
Africa,,2021-04-26,1.27
Africa,,2021-04-27,1.29
Africa,,2021-04-28,1.36
Africa,,2021-04-29,1.37
Africa,,2021-04-30,1.38
Africa,,2021-05-01,1.39
Africa,,2021-05-02,1.4
Africa,,2021-05-03,1.41
Africa,,2021-05-04,1.43
Africa,,2021-05-05,1.45
Africa,,2021-05-06,1.46
Africa,,2021-05-07,1.5
Africa,,2021-05-08,1.52
Africa,,2021-05-09,1.57
Africa,,2021-05-10,1.6
Africa,,2021-05-11,1.61
Albania,ALB,2021-01-10,0
Albania,ALB,2021-01-12,0
Albania,ALB,2021-01-13,0.01
Albania,ALB,2021-01-14,0.01
Albania,ALB,2021-01-15,0.01
Albania,ALB,2021-01-16,0.01
Albania,ALB,2021-01-17,0.01
Albania,ALB,2021-01-18,0.02
Albania,ALB,2021-01-19,0.02
Albania,ALB,2021-01-20,0.02
Albania,ALB,2021-01-21,0.02
Albania,ALB,2021-02-02,0.02
Albania,ALB,2021-02-09,0.04
Albania,ALB,2021-02-17,0.06
Albania,ALB,2021-02-18,0.11
Albania,ALB,2021-02-19,0.15
Albania,ALB,2021-02-22,0.23
Albania,ALB,2021-02-25,0.35
Albania,ALB,2021-03-01,0.5
Albania,ALB,2021-03-03,0.55
Albania,ALB,2021-03-10,0.75
Albania,ALB,2021-03-12,0.82
Albania,ALB,2021-03-17,1.16
Albania,ALB,2021-03-22,1.68
Albania,ALB,2021-03-23,1.8
Albania,ALB,2021-03-24,1.88
Albania,ALB,2021-03-25,2.06
Albania,ALB,2021-03-26,2.16
Albania,ALB,2021-03-27,2.23
Albania,ALB,2021-03-28,2.71
Albania,ALB,2021-03-30,4.15
Albania,ALB,2021-03-31,4.82
Albania,ALB,2021-04-01,5.4
Albania,ALB,2021-04-02,5.99
Albania,ALB,2021-04-03,6.45
Albania,ALB,2021-04-04,6.7
Albania,ALB,2021-04-05,7.18
Albania,ALB,2021-04-06,7.7
Albania,ALB,2021-04-07,8.07
Albania,ALB,2021-04-08,8.43
Albania,ALB,2021-04-09,8.71
Albania,ALB,2021-04-10,8.92
Albania,ALB,2021-04-12,9.3
Albania,ALB,2021-04-13,9.77
Albania,ALB,2021-04-15,10.58
Albania,ALB,2021-04-16,10.93
Albania,ALB,2021-04-17,11.29
Albania,ALB,2021-04-18,11.57
Albania,ALB,2021-04-19,12.02
Albania,ALB,2021-04-20,12.16
Albania,ALB,2021-04-21,12.93
Albania,ALB,2021-04-22,13.31
Albania,ALB,2021-04-23,13.6
Albania,ALB,2021-04-24,13.9
Albania,ALB,2021-04-26,14.2
Albania,ALB,2021-04-27,14.49
Albania,ALB,2021-04-28,15.07
Albania,ALB,2021-04-29,15.75
Albania,ALB,2021-04-30,16.57
Albania,ALB,2021-05-01,17.17
Albania,ALB,2021-05-03,17.98
Albania,ALB,2021-05-04,18.67
Albania,ALB,2021-05-05,19.34
Albania,ALB,2021-05-06,19.88
Albania,ALB,2021-05-07,20.35
Albania,ALB,2021-05-08,20.74
Algeria,DZA,2021-01-29,0
Algeria,DZA,2021-01-30,0
Algeria,DZA,2021-02-19,0.17
Andorra,AND,2021-01-25,0.75
Andorra,AND,2021-02-01,1.34
Andorra,AND,2021-02-10,1.67
Andorra,AND,2021-02-12,2.1
Andorra,AND,2021-02-19,2.77
Andorra,AND,2021-02-24,3.09
Andorra,AND,2021-02-26,3.27
Andorra,AND,2021-03-08,4.67
Andorra,AND,2021-03-10,6.36
Andorra,AND,2021-03-15,10.82
Andorra,AND,2021-03-19,12.02
Andorra,AND,2021-04-04,16.1
Andorra,AND,2021-04-05,19.76
Andorra,AND,2021-04-11,22.12
Andorra,AND,2021-04-12,24.67
Andorra,AND,2021-04-19,34.19
Andorra,AND,2021-04-26,36.89
Andorra,AND,2021-05-03,37.38
Angola,AGO,2021-03-01,0
Angola,AGO,2021-03-08,0.02
Angola,AGO,2021-03-18,0.15
Angola,AGO,2021-03-24,0.26
Angola,AGO,2021-03-29,0.4
Angola,AGO,2021-04-06,0.55
Angola,AGO,2021-04-11,0.75
Angola,AGO,2021-04-19,1.2
Angola,AGO,2021-04-23,1.39
Anguilla,AIA,2021-02-04,0
Anguilla,AIA,2021-02-13,8.94
Anguilla,AIA,2021-02-14,18.41
Anguilla,AIA,2021-02-26,26.19
Anguilla,AIA,2021-03-09,31.33
Anguilla,AIA,2021-03-13,33.33
Anguilla,AIA,2021-03-19,35.65
Anguilla,AIA,2021-04-12,38.89
Anguilla,AIA,2021-04-22,45.98
Antigua and Barbuda,ATG,2021-02-16,0
Antigua and Barbuda,ATG,2021-03-15,24.68
Antigua and Barbuda,ATG,2021-03-19,26.22
Antigua and Barbuda,ATG,2021-03-25,26.98
Antigua and Barbuda,ATG,2021-03-31,27.4
Antigua and Barbuda,ATG,2021-04-03,27.6
Antigua and Barbuda,ATG,2021-04-14,28.18
Antigua and Barbuda,ATG,2021-04-16,29.02
Antigua and Barbuda,ATG,2021-04-17,29.24
Antigua and Barbuda,ATG,2021-04-22,30.38
Antigua and Barbuda,ATG,2021-05-07,31.74
Argentina,ARG,2020-12-29,0
Argentina,ARG,2020-12-31,0.07
Argentina,ARG,2021-01-04,0.09
Argentina,ARG,2021-01-08,0.24
Argentina,ARG,2021-01-13,0.37
Argentina,ARG,2021-01-15,0.44
Argentina,ARG,2021-01-20,0.55
Argentina,ARG,2021-01-21,0.59
Argentina,ARG,2021-01-22,0.62
Argentina,ARG,2021-01-23,0.64
Argentina,ARG,2021-01-24,0.65
Argentina,ARG,2021-01-25,0.65
Argentina,ARG,2021-01-26,0.68
Argentina,ARG,2021-01-27,0.7
Argentina,ARG,2021-01-28,0.73
Argentina,ARG,2021-01-29,0.76
Argentina,ARG,2021-01-30,0.81
Argentina,ARG,2021-02-01,0.83
Argentina,ARG,2021-02-03,0.88
Argentina,ARG,2021-02-04,0.98
Argentina,ARG,2021-02-06,1.04
Argentina,ARG,2021-02-07,1.11
Argentina,ARG,2021-02-08,1.13
Argentina,ARG,2021-02-09,1.14
Argentina,ARG,2021-02-10,1.18
Argentina,ARG,2021-02-11,1.27
Argentina,ARG,2021-02-12,1.31
Argentina,ARG,2021-02-13,1.34
Argentina,ARG,2021-02-14,1.35
Argentina,ARG,2021-02-15,1.35
Argentina,ARG,2021-02-16,1.35
Argentina,ARG,2021-02-17,1.35
Argentina,ARG,2021-02-18,1.41
Argentina,ARG,2021-02-19,1.48
Argentina,ARG,2021-02-20,1.56
Argentina,ARG,2021-02-21,1.59
Argentina,ARG,2021-02-22,1.6
Argentina,ARG,2021-02-23,1.65
Argentina,ARG,2021-02-24,1.73
Argentina,ARG,2021-02-25,1.84
Argentina,ARG,2021-02-26,2
Argentina,ARG,2021-02-27,2.18
Argentina,ARG,2021-02-28,2.27
Argentina,ARG,2021-03-01,2.32
Argentina,ARG,2021-03-02,2.49
Argentina,ARG,2021-03-03,2.61
Argentina,ARG,2021-03-04,2.77
Argentina,ARG,2021-03-05,3
Argentina,ARG,2021-03-07,3.38
Argentina,ARG,2021-03-08,3.42
Argentina,ARG,2021-03-09,3.65
Argentina,ARG,2021-03-10,3.93
Argentina,ARG,2021-03-11,4.25
Argentina,ARG,2021-03-12,4.64
Argentina,ARG,2021-03-13,5.08
Argentina,ARG,2021-03-14,5.27
Argentina,ARG,2021-03-15,5.32
Argentina,ARG,2021-03-16,5.62
Argentina,ARG,2021-03-17,5.9
Argentina,ARG,2021-03-18,6.21
Argentina,ARG,2021-03-19,6.5
Argentina,ARG,2021-03-20,6.78
Argentina,ARG,2021-03-21,6.9
Argentina,ARG,2021-03-22,6.95
Argentina,ARG,2021-03-23,7.17
Argentina,ARG,2021-03-24,7.37
Argentina,ARG,2021-03-25,7.45
Argentina,ARG,2021-03-26,7.69
Argentina,ARG,2021-03-27,7.9
Argentina,ARG,2021-03-28,8.02
Argentina,ARG,2021-03-29,8.07
Argentina,ARG,2021-03-30,8.29
Argentina,ARG,2021-03-31,8.61
Argentina,ARG,2021-04-01,8.9
Argentina,ARG,2021-04-02,9.12
Argentina,ARG,2021-04-03,9.25
Argentina,ARG,2021-04-04,9.37
Argentina,ARG,2021-04-05,9.43
Argentina,ARG,2021-04-06,9.74
Argentina,ARG,2021-04-07,10.12
Argentina,ARG,2021-04-08,10.56
Argentina,ARG,2021-04-09,10.97
Argentina,ARG,2021-04-10,11.51
Argentina,ARG,2021-04-11,11.76
Argentina,ARG,2021-04-12,11.93
Argentina,ARG,2021-04-13,12.33
Argentina,ARG,2021-04-14,12.73
Argentina,ARG,2021-04-15,13.13
Argentina,ARG,2021-04-16,13.48
Argentina,ARG,2021-04-17,13.78
Argentina,ARG,2021-04-18,13.91
Argentina,ARG,2021-04-19,14.02
Argentina,ARG,2021-04-20,14.23
Argentina,ARG,2021-04-21,14.49
Argentina,ARG,2021-04-22,14.81
Argentina,ARG,2021-04-23,15.06
Argentina,ARG,2021-04-24,15.53
Argentina,ARG,2021-04-25,15.79
Argentina,ARG,2021-04-26,15.96
Argentina,ARG,2021-04-27,16.34
Argentina,ARG,2021-04-28,16.72
Argentina,ARG,2021-04-29,17.07
Argentina,ARG,2021-04-30,17.4
Argentina,ARG,2021-05-01,17.64
Argentina,ARG,2021-05-02,17.7
Argentina,ARG,2021-05-03,17.79
Argentina,ARG,2021-05-04,18.14
Argentina,ARG,2021-05-05,18.57
Argentina,ARG,2021-05-06,19.01
Argentina,ARG,2021-05-07,19.52
Argentina,ARG,2021-05-08,19.92
Argentina,ARG,2021-05-09,20.1
Argentina,ARG,2021-05-10,20.18
Argentina,ARG,2021-05-11,20.44
Armenia,ARM,2021-03-31,0.02
Aruba,ABW,2021-03-29,24.13
Aruba,ABW,2021-04-10,38.49
Aruba,ABW,2021-04-12,40.34
Aruba,ABW,2021-04-13,42.7
Aruba,ABW,2021-04-14,45.15
Aruba,ABW,2021-04-15,47.34
Aruba,ABW,2021-04-16,49.6
Aruba,ABW,2021-04-17,52.06
Aruba,ABW,2021-04-18,52.12
Aruba,ABW,2021-04-19,54.49
Aruba,ABW,2021-04-20,56.55
Aruba,ABW,2021-04-21,58.39
Aruba,ABW,2021-04-22,60.21
Aruba,ABW,2021-04-23,63.64
Aruba,ABW,2021-04-24,64.89
Aruba,ABW,2021-04-25,68.47
Aruba,ABW,2021-04-26,68.71
Aruba,ABW,2021-04-28,69.94
Aruba,ABW,2021-04-29,71.04
Aruba,ABW,2021-04-30,71.99
Aruba,ABW,2021-05-03,72.8
Aruba,ABW,2021-05-04,73.95
Aruba,ABW,2021-05-05,74.46
Aruba,ABW,2021-05-06,74.51
Aruba,ABW,2021-05-07,75.17
Aruba,ABW,2021-05-08,75.58
Aruba,ABW,2021-05-10,76.44
Aruba,ABW,2021-05-11,77.62
Asia,,2020-12-15,0.03
Asia,,2020-12-19,0.03
Asia,,2020-12-20,0.03
Asia,,2020-12-21,0.03
Asia,,2020-12-22,0.03
Asia,,2020-12-23,0.04
Asia,,2020-12-24,0.04
Asia,,2020-12-25,0.04
Asia,,2020-12-26,0.04
Asia,,2020-12-27,0.04
Asia,,2020-12-28,0.04
Asia,,2020-12-29,0.05
Asia,,2020-12-30,0.05
Asia,,2020-12-31,0.12
Asia,,2021-01-01,0.12
Asia,,2021-01-02,0.12
Asia,,2021-01-03,0.13
Asia,,2021-01-04,0.13
Asia,,2021-01-05,0.15
Asia,,2021-01-06,0.15
Asia,,2021-01-07,0.16
Asia,,2021-01-08,0.16
Asia,,2021-01-09,0.26
Asia,,2021-01-10,0.26
Asia,,2021-01-11,0.27
Asia,,2021-01-12,0.27
Asia,,2021-01-13,0.3
Asia,,2021-01-14,0.31
Asia,,2021-01-15,0.32
Asia,,2021-01-16,0.33
Asia,,2021-01-17,0.34
Asia,,2021-01-18,0.35
Asia,,2021-01-19,0.37
Asia,,2021-01-20,0.49
Asia,,2021-01-21,0.5
Asia,,2021-01-22,0.52
Asia,,2021-01-23,0.53
Asia,,2021-01-24,0.54
Asia,,2021-01-25,0.55
Asia,,2021-01-26,0.56
Asia,,2021-01-27,0.75
Asia,,2021-01-28,0.77
Asia,,2021-01-29,0.8
Asia,,2021-01-30,0.81
Asia,,2021-01-31,0.85
Asia,,2021-02-01,0.87
Asia,,2021-02-02,0.88
Asia,,2021-02-03,1.05
Asia,,2021-02-04,1.08
Asia,,2021-02-05,1.1
Asia,,2021-02-06,1.12
Asia,,2021-02-07,1.13
Asia,,2021-02-08,1.14
Asia,,2021-02-09,1.36
Asia,,2021-02-10,1.39
Asia,,2021-02-11,1.41
Asia,,2021-02-12,1.44
Asia,,2021-02-13,1.46
Asia,,2021-02-14,1.47
Asia,,2021-02-15,1.5
Asia,,2021-02-16,1.53
Asia,,2021-02-17,1.56
Asia,,2021-02-18,1.61
Asia,,2021-02-19,1.64
Asia,,2021-02-20,1.67
Asia,,2021-02-21,1.68
Asia,,2021-02-22,1.7
Asia,,2021-02-23,1.73
Asia,,2021-02-24,1.77
Asia,,2021-02-25,1.8
Asia,,2021-02-26,1.83
Asia,,2021-02-27,1.86
Asia,,2021-02-28,2.13
Asia,,2021-03-01,2.16
Asia,,2021-03-02,2.21
Asia,,2021-03-03,2.25
Asia,,2021-03-04,2.3
Asia,,2021-03-05,2.35
Asia,,2021-03-06,2.4
Asia,,2021-03-07,2.42
Asia,,2021-03-08,2.48
Asia,,2021-03-09,2.54
Asia,,2021-03-10,2.6
Asia,,2021-03-11,2.63
Asia,,2021-03-12,2.69
Asia,,2021-03-13,2.74
Asia,,2021-03-14,3.03
Asia,,2021-03-15,3.13
Asia,,2021-03-16,3.21
Asia,,2021-03-17,3.29
Asia,,2021-03-18,3.36
Asia,,2021-03-19,3.48
Asia,,2021-03-20,3.78
Asia,,2021-03-21,3.8
Asia,,2021-03-22,4.03
Asia,,2021-03-23,4.17
Asia,,2021-03-24,4.31
Asia,,2021-03-25,4.51
Asia,,2021-03-26,4.73
Asia,,2021-03-27,4.9
Asia,,2021-03-28,5.02
Asia,,2021-03-29,5.15
Asia,,2021-03-30,5.3
Asia,,2021-03-31,5.52
Asia,,2021-04-01,5.79
Asia,,2021-04-02,6.05
Asia,,2021-04-03,6.2
Asia,,2021-04-04,6.36
Asia,,2021-04-05,6.53
Asia,,2021-04-06,6.73
Asia,,2021-04-07,6.9
Asia,,2021-04-08,7.17
Asia,,2021-04-09,7.4
Asia,,2021-04-10,7.59
Asia,,2021-04-11,7.74
Asia,,2021-04-12,7.96
Asia,,2021-04-13,8.12
Asia,,2021-04-14,8.3
Asia,,2021-04-15,8.49
Asia,,2021-04-16,8.65
Asia,,2021-04-17,8.79
Asia,,2021-04-18,8.91
Asia,,2021-04-19,9.07
Asia,,2021-04-20,9.19
Asia,,2021-04-21,9.4
Asia,,2021-04-22,9.66
Asia,,2021-04-23,9.8
Asia,,2021-04-24,9.92
Asia,,2021-04-25,10.18
Asia,,2021-04-26,10.39
Asia,,2021-04-27,10.63
Asia,,2021-04-28,10.93
Asia,,2021-04-29,11.23
Asia,,2021-04-30,11.57
Asia,,2021-05-01,11.74
Asia,,2021-05-02,11.87
Asia,,2021-05-03,12.04
Asia,,2021-05-04,12.25
Asia,,2021-05-05,12.45
Asia,,2021-05-06,12.74
Asia,,2021-05-07,13.07
Asia,,2021-05-08,13.34
Asia,,2021-05-09,13.54
Asia,,2021-05-10,13.84
Asia,,2021-05-11,14.18
Australia,AUS,2021-02-15,0
Australia,AUS,2021-02-16,0
Australia,AUS,2021-02-17,0
Australia,AUS,2021-02-18,0
Australia,AUS,2021-02-19,0
Australia,AUS,2021-02-20,0
Australia,AUS,2021-02-21,0
Australia,AUS,2021-02-22,0
Australia,AUS,2021-02-23,0.01
Australia,AUS,2021-02-24,0.03
Australia,AUS,2021-02-25,0.07
Australia,AUS,2021-02-26,0.1
Australia,AUS,2021-02-27,0.12
Australia,AUS,2021-02-28,0.13
Australia,AUS,2021-03-01,0.13
Australia,AUS,2021-03-02,0.16
Australia,AUS,2021-03-03,0.2
Australia,AUS,2021-03-04,0.24
Australia,AUS,2021-03-05,0.28
Australia,AUS,2021-03-06,0.3
Australia,AUS,2021-03-07,0.32
Australia,AUS,2021-03-08,0.34
Australia,AUS,2021-03-09,0.37
Australia,AUS,2021-03-10,0.42
Australia,AUS,2021-03-11,0.49
Australia,AUS,2021-03-12,0.53
Australia,AUS,2021-03-13,0.62
Australia,AUS,2021-03-14,0.64
Australia,AUS,2021-03-15,0.65
Australia,AUS,2021-03-16,0.72
Australia,AUS,2021-03-17,0.8
Australia,AUS,2021-03-18,0.89
Australia,AUS,2021-03-19,0.94
Australia,AUS,2021-03-20,1
Australia,AUS,2021-03-21,1.01
Australia,AUS,2021-03-22,1.11
Australia,AUS,2021-03-23,1.21
Australia,AUS,2021-03-24,1.39
Australia,AUS,2021-03-25,1.6
Australia,AUS,2021-03-26,1.8
Australia,AUS,2021-03-27,1.99
Australia,AUS,2021-03-28,2.01
Australia,AUS,2021-03-29,2.12
Australia,AUS,2021-03-30,2.34
Australia,AUS,2021-03-31,2.63
Australia,AUS,2021-04-01,2.92
Australia,AUS,2021-04-02,3.23
Australia,AUS,2021-04-03,3.25
Australia,AUS,2021-04-04,3.31
Australia,AUS,2021-04-05,3.31
Australia,AUS,2021-04-06,3.35
Australia,AUS,2021-04-07,3.61
Australia,AUS,2021-04-08,3.91
Australia,AUS,2021-04-09,4.23
Australia,AUS,2021-04-10,4.47
Australia,AUS,2021-04-11,4.57
Australia,AUS,2021-04-12,4.62
Australia,AUS,2021-04-13,4.84
Australia,AUS,2021-04-14,5.08
Australia,AUS,2021-04-15,5.33
Australia,AUS,2021-04-16,5.57
Australia,AUS,2021-04-17,5.78
Australia,AUS,2021-04-18,5.87
Australia,AUS,2021-04-19,6.22
Australia,AUS,2021-04-20,6.48
Australia,AUS,2021-04-21,6.74
Australia,AUS,2021-04-22,7
Australia,AUS,2021-04-23,7.28
Australia,AUS,2021-04-24,7.51
Australia,AUS,2021-04-25,7.58
Australia,AUS,2021-04-26,7.6
Australia,AUS,2021-04-27,7.72
Australia,AUS,2021-04-28,7.96
Australia,AUS,2021-04-29,8.28
Australia,AUS,2021-04-30,8.55
Australia,AUS,2021-05-01,8.76
Australia,AUS,2021-05-02,8.84
Australia,AUS,2021-05-03,8.87
Australia,AUS,2021-05-04,9.09
Australia,AUS,2021-05-05,9.4
Australia,AUS,2021-05-06,9.7
Australia,AUS,2021-05-07,10.02
Australia,AUS,2021-05-08,10.3
Australia,AUS,2021-05-09,10.41
Australia,AUS,2021-05-10,10.44
Australia,AUS,2021-05-11,10.73
Austria,AUT,2020-12-27,0.01
Austria,AUT,2020-12-28,0.02
Austria,AUT,2020-12-29,0.04
Austria,AUT,2020-12-30,0.06
Austria,AUT,2020-12-31,0.06
Austria,AUT,2021-01-01,0.06
Austria,AUT,2021-01-02,0.06
Austria,AUT,2021-01-03,0.06
Austria,AUT,2021-01-04,0.06
Austria,AUT,2021-01-05,0.08
Austria,AUT,2021-01-06,0.09
Austria,AUT,2021-01-07,0.12
Austria,AUT,2021-01-08,0.27
Austria,AUT,2021-01-09,0.31
Austria,AUT,2021-01-10,0.34
Austria,AUT,2021-01-11,0.4
Austria,AUT,2021-01-12,0.57
Austria,AUT,2021-01-13,0.74
Austria,AUT,2021-01-14,0.92
Austria,AUT,2021-01-15,1.13
Austria,AUT,2021-01-16,1.2
Austria,AUT,2021-01-17,1.27
Austria,AUT,2021-01-18,1.39
Austria,AUT,2021-01-19,1.68
Austria,AUT,2021-01-20,1.94
Austria,AUT,2021-01-21,2.16
Austria,AUT,2021-01-22,2.29
Austria,AUT,2021-01-23,2.33
Austria,AUT,2021-01-24,2.34
Austria,AUT,2021-01-25,2.36
Austria,AUT,2021-01-26,2.45
Austria,AUT,2021-01-27,2.54
Austria,AUT,2021-01-28,2.65
Austria,AUT,2021-01-29,2.82
Austria,AUT,2021-01-30,2.86
Austria,AUT,2021-01-31,2.88
Austria,AUT,2021-02-01,2.93
Austria,AUT,2021-02-02,3.12
Austria,AUT,2021-02-03,3.32
Austria,AUT,2021-02-04,3.55
Austria,AUT,2021-02-05,3.78
Austria,AUT,2021-02-06,3.88
Austria,AUT,2021-02-07,3.94
Austria,AUT,2021-02-08,4.05
Austria,AUT,2021-02-09,4.26
Austria,AUT,2021-02-10,4.5
Austria,AUT,2021-02-11,4.77
Austria,AUT,2021-02-12,5.07
Austria,AUT,2021-02-13,5.19
Austria,AUT,2021-02-14,5.21
Austria,AUT,2021-02-15,5.29
Austria,AUT,2021-02-16,5.45
Austria,AUT,2021-02-17,5.67
Austria,AUT,2021-02-18,5.89
Austria,AUT,2021-02-19,6.13
Austria,AUT,2021-02-20,6.27
Austria,AUT,2021-02-21,6.34
Austria,AUT,2021-02-22,6.41
Austria,AUT,2021-02-23,6.58
Austria,AUT,2021-02-24,6.8
Austria,AUT,2021-02-25,7.02
Austria,AUT,2021-02-26,7.34
Austria,AUT,2021-02-27,7.61
Austria,AUT,2021-02-28,7.73
Austria,AUT,2021-03-01,7.82
Austria,AUT,2021-03-02,8.1
Austria,AUT,2021-03-03,8.41
Austria,AUT,2021-03-04,8.72
Austria,AUT,2021-03-05,9.12
Austria,AUT,2021-03-06,9.43
Austria,AUT,2021-03-07,9.57
Austria,AUT,2021-03-08,9.69
Austria,AUT,2021-03-09,10.01
Austria,AUT,2021-03-10,10.33
Austria,AUT,2021-03-11,10.82
Austria,AUT,2021-03-12,11.47
Austria,AUT,2021-03-13,12.05
Austria,AUT,2021-03-14,12.37
Austria,AUT,2021-03-15,12.61
Austria,AUT,2021-03-16,12.92
Austria,AUT,2021-03-17,13.3
Austria,AUT,2021-03-18,13.69
Austria,AUT,2021-03-19,14.28
Austria,AUT,2021-03-20,14.81
Austria,AUT,2021-03-21,14.98
Austria,AUT,2021-03-22,15.15
Austria,AUT,2021-03-23,15.55
Austria,AUT,2021-03-24,15.98
Austria,AUT,2021-03-25,16.49
Austria,AUT,2021-03-26,17.05
Austria,AUT,2021-03-27,17.51
Austria,AUT,2021-03-28,17.67
Austria,AUT,2021-03-29,17.96
Austria,AUT,2021-03-30,18.42
Austria,AUT,2021-03-31,18.81
Austria,AUT,2021-04-01,19.27
Austria,AUT,2021-04-02,19.76
Austria,AUT,2021-04-03,20
Austria,AUT,2021-04-04,20.11
Austria,AUT,2021-04-05,20.25
Austria,AUT,2021-04-06,20.67
Austria,AUT,2021-04-07,21.28
Austria,AUT,2021-04-08,22.08
Austria,AUT,2021-04-09,22.95
Austria,AUT,2021-04-10,23.67
Austria,AUT,2021-04-11,23.95
Austria,AUT,2021-04-12,24.34
Austria,AUT,2021-04-13,24.83
Austria,AUT,2021-04-14,25.57
Austria,AUT,2021-04-15,26.38
Austria,AUT,2021-04-16,27.16
Austria,AUT,2021-04-17,27.79
Austria,AUT,2021-04-18,28
Austria,AUT,2021-04-19,28.35
Austria,AUT,2021-04-20,28.84
Austria,AUT,2021-04-21,29.53
Austria,AUT,2021-04-22,30.31
Austria,AUT,2021-04-23,31.06
Austria,AUT,2021-04-24,31.5
Austria,AUT,2021-04-25,31.81
Austria,AUT,2021-04-26,32.14
Austria,AUT,2021-04-27,32.67
Austria,AUT,2021-04-28,33.3
Austria,AUT,2021-04-29,34.14
Austria,AUT,2021-04-30,35.01
Austria,AUT,2021-05-01,35.48
Austria,AUT,2021-05-02,35.66
Austria,AUT,2021-05-03,35.98
Austria,AUT,2021-05-04,36.65
Austria,AUT,2021-05-05,37.49
Austria,AUT,2021-05-06,38.53
Austria,AUT,2021-05-07,39.69
Austria,AUT,2021-05-08,40.25
Austria,AUT,2021-05-09,40.46
Austria,AUT,2021-05-10,40.9
Austria,AUT,2021-05-11,41.57
Azerbaijan,AZE,2021-01-17,0
Azerbaijan,AZE,2021-02-06,0.64
Azerbaijan,AZE,2021-03-01,2.89
Azerbaijan,AZE,2021-03-03,3.33
Azerbaijan,AZE,2021-03-09,4.06
Azerbaijan,AZE,2021-03-10,4.23
Azerbaijan,AZE,2021-03-11,4.31
Azerbaijan,AZE,2021-03-12,4.38
Azerbaijan,AZE,2021-03-13,4.44
Azerbaijan,AZE,2021-03-14,4.47
Azerbaijan,AZE,2021-03-20,4.76
Azerbaijan,AZE,2021-03-26,5.03
Azerbaijan,AZE,2021-04-01,8.45
Azerbaijan,AZE,2021-04-02,8.77
Azerbaijan,AZE,2021-04-03,9.12
Azerbaijan,AZE,2021-04-04,9.35
Azerbaijan,AZE,2021-04-05,9.35
Azerbaijan,AZE,2021-04-06,9.69
