Entity,Code,Day,people_vaccinated
Afghanistan,AFG,22-02-2021,0
Afghanistan,AFG,28-02-2021,8200
Afghanistan,AFG,16-03-2021,54000
Afghanistan,AFG,07-04-2021,120000
Afghanistan,AFG,22-04-2021,240000
Africa,,09-01-2021,0
Africa,,13-01-2021,2000
Africa,,15-01-2021,4000
Africa,,16-01-2021,7000
Africa,,19-01-2021,10976
Africa,,20-01-2021,13163
Africa,,22-01-2021,16890
Africa,,23-01-2021,18353
Africa,,24-01-2021,18353
Africa,,25-01-2021,19889
Africa,,26-01-2021,22712
Africa,,27-01-2021,25587
Africa,,28-01-2021,28779
Africa,,29-01-2021,30861
Africa,,30-01-2021,32176
Africa,,31-01-2021,32176
Africa,,01-02-2021,36601
Africa,,02-02-2021,37806
Africa,,03-02-2021,38716
Africa,,04-02-2021,38716
Africa,,05-02-2021,38716
Africa,,06-02-2021,39218
Africa,,08-02-2021,39343
Africa,,09-02-2021,39352
Africa,,10-02-2021,39355
Africa,,11-02-2021,39581
Africa,,12-02-2021,39581
Africa,,13-02-2021,43428
Africa,,15-02-2021,43437
Africa,,16-02-2021,43444
Africa,,17-02-2021,47104
Africa,,18-02-2021,50146
Africa,,19-02-2021,2412533
Africa,,20-02-2021,2506856
Africa,,21-02-2021,2512346
Africa,,22-02-2021,2625632
Africa,,23-02-2021,2724750
Africa,,24-02-2021,3017856
Africa,,25-02-2021,3292724
Africa,,26-02-2021,3482568
Africa,,27-02-2021,3605812
Africa,,28-02-2021,3613539
Africa,,01-03-2021,3759638
Africa,,02-03-2021,3859686
Africa,,03-03-2021,3963877
Africa,,04-03-2021,4057507
Africa,,05-03-2021,4208668
Africa,,06-03-2021,4334635
Africa,,07-03-2021,4375336
Africa,,08-03-2021,4649256
Africa,,09-03-2021,4723917
Africa,,10-03-2021,4926631
Africa,,11-03-2021,4997092
Africa,,12-03-2021,5054231
Africa,,13-03-2021,5211100
Africa,,14-03-2021,5227623
Africa,,15-03-2021,5324518
Africa,,16-03-2021,5365673
Africa,,17-03-2021,5412287
Africa,,18-03-2021,5599476
Africa,,19-03-2021,5671305
Africa,,20-03-2021,5692632
Africa,,21-03-2021,5714180
Africa,,22-03-2021,5742779
Africa,,23-03-2021,5816994
Africa,,24-03-2021,6497947
Africa,,25-03-2021,6557623
Africa,,26-03-2021,6663052
Africa,,27-03-2021,6886943
Africa,,28-03-2021,7143129
Africa,,29-03-2021,7229895
Africa,,30-03-2021,7311247
Africa,,31-03-2021,7668733
Africa,,01-04-2021,7825046
Africa,,02-04-2021,7902029
Africa,,03-04-2021,7985573
Africa,,04-04-2021,8055695
Africa,,05-04-2021,8150843
Africa,,06-04-2021,8446072
Africa,,07-04-2021,8768079
Africa,,08-04-2021,9034710
Africa,,09-04-2021,9161918
Africa,,10-04-2021,9283277
Africa,,11-04-2021,9418360
Africa,,12-04-2021,9529277
Africa,,13-04-2021,9618712
Africa,,14-04-2021,9966612
Africa,,15-04-2021,10054492
Africa,,16-04-2021,10269452
Africa,,17-04-2021,10560814
Africa,,18-04-2021,11106211
Africa,,19-04-2021,11303749
Africa,,20-04-2021,11454772
Africa,,21-04-2021,11651166
Africa,,22-04-2021,11737351
Africa,,23-04-2021,11902750
Africa,,24-04-2021,11948595
Africa,,25-04-2021,12014621
Africa,,26-04-2021,12098726
Africa,,27-04-2021,12240568
Africa,,28-04-2021,12616234
Africa,,29-04-2021,12680690
Africa,,30-04-2021,12812206
Africa,,01-05-2021,12892839
Africa,,02-05-2021,12928917
Africa,,03-05-2021,13045147
Africa,,04-05-2021,13258626
Africa,,05-05-2021,13449916
Africa,,06-05-2021,13565437
Africa,,07-05-2021,14067139
Africa,,08-05-2021,14213820
Africa,,09-05-2021,14675786
Africa,,10-05-2021,14995137
Africa,,11-05-2021,15231710
Albania,ALB,10-01-2021,0
Albania,ALB,12-01-2021,128
Albania,ALB,13-01-2021,188
Albania,ALB,14-01-2021,266
Albania,ALB,15-01-2021,308
Albania,ALB,16-01-2021,369
Albania,ALB,17-01-2021,405
Albania,ALB,18-01-2021,447
Albania,ALB,19-01-2021,483
Albania,ALB,20-01-2021,519
Albania,ALB,21-01-2021,549
Albania,ALB,02-02-2021,549
Albania,ALB,09-02-2021,689
Albania,ALB,17-02-2021,1090
Albania,ALB,18-02-2021,2438
Albania,ALB,22-02-2021,6073
Andorra,AND,25-01-2021,576
Andorra,AND,01-02-2021,1036
Andorra,AND,10-02-2021,1291
Andorra,AND,12-02-2021,1622
Andorra,AND,19-02-2021,2141
Andorra,AND,24-02-2021,2390
Andorra,AND,08-03-2021,2439
Andorra,AND,10-03-2021,3650
Andorra,AND,15-03-2021,7098
Andorra,AND,05-04-2021,9781
Andorra,AND,19-04-2021,21733
Andorra,AND,26-04-2021,23822
Andorra,AND,03-05-2021,24182
Angola,AGO,01-03-2021,0
Angola,AGO,08-03-2021,6169
Angola,AGO,18-03-2021,49000
Angola,AGO,24-03-2021,87022
Angola,AGO,29-03-2021,130750
Angola,AGO,06-04-2021,181578
Angola,AGO,11-04-2021,245442
Angola,AGO,19-04-2021,395447
Angola,AGO,23-04-2021,456349
Anguilla,AIA,04-02-2021,0
Anguilla,AIA,13-02-2021,1341
Anguilla,AIA,14-02-2021,2762
Anguilla,AIA,26-02-2021,3929
Anguilla,AIA,09-03-2021,4700
Anguilla,AIA,13-03-2021,5000
Anguilla,AIA,19-03-2021,5348
Anguilla,AIA,12-04-2021,5835
Anguilla,AIA,22-04-2021,6115
Antigua and Barbuda,ATG,16-02-2021,0
Antigua and Barbuda,ATG,15-03-2021,24164
Antigua and Barbuda,ATG,19-03-2021,25677
Antigua and Barbuda,ATG,25-03-2021,26424
Antigua and Barbuda,ATG,31-03-2021,26836
Antigua and Barbuda,ATG,03-04-2021,27032
Antigua and Barbuda,ATG,14-04-2021,27592
Antigua and Barbuda,ATG,16-04-2021,28414
Antigua and Barbuda,ATG,17-04-2021,28639
Antigua and Barbuda,ATG,22-04-2021,29754
Antigua and Barbuda,ATG,07-05-2021,31085
Argentina,ARG,20-01-2021,243539
Argentina,ARG,21-01-2021,249372
Argentina,ARG,22-01-2021,254456
Argentina,ARG,23-01-2021,258876
Argentina,ARG,24-01-2021,260036
Argentina,ARG,25-01-2021,260122
Argentina,ARG,26-01-2021,266969
Argentina,ARG,27-01-2021,272323
Argentina,ARG,28-01-2021,276548
Argentina,ARG,29-01-2021,278451
Argentina,ARG,30-01-2021,281023
Argentina,ARG,01-02-2021,281577
Argentina,ARG,03-02-2021,284196
Argentina,ARG,04-02-2021,297717
Argentina,ARG,06-02-2021,307501
Argentina,ARG,07-02-2021,319316
Argentina,ARG,08-02-2021,322318
Argentina,ARG,09-02-2021,322975
Argentina,ARG,10-02-2021,337772
Argentina,ARG,11-02-2021,362649
Argentina,ARG,12-02-2021,368023
Argentina,ARG,13-02-2021,371629
Argentina,ARG,14-02-2021,372122
Argentina,ARG,15-02-2021,372181
Argentina,ARG,16-02-2021,373253
Argentina,ARG,17-02-2021,374002
Argentina,ARG,18-02-2021,392399
Argentina,ARG,19-02-2021,414958
Argentina,ARG,20-02-2021,445614
Argentina,ARG,21-02-2021,456929
Argentina,ARG,22-02-2021,458822
Argentina,ARG,23-02-2021,481689
Argentina,ARG,24-02-2021,513394
Argentina,ARG,25-02-2021,558831
Argentina,ARG,26-02-2021,620635
Argentina,ARG,27-02-2021,694470
Argentina,ARG,28-02-2021,731571
Argentina,ARG,01-03-2021,755212
Argentina,ARG,02-03-2021,823446
Argentina,ARG,03-03-2021,874916
Argentina,ARG,04-03-2021,941695
Argentina,ARG,05-03-2021,1030504
Argentina,ARG,07-03-2021,1182874
Argentina,ARG,08-03-2021,1202998
Argentina,ARG,09-03-2021,1301787
Argentina,ARG,10-03-2021,1424984
Argentina,ARG,11-03-2021,1564555
Argentina,ARG,12-03-2021,1719543
Argentina,ARG,13-03-2021,1876113
Argentina,ARG,14-03-2021,1932696
Argentina,ARG,15-03-2021,1952883
Argentina,ARG,16-03-2021,2064529
Argentina,ARG,17-03-2021,2170116
Argentina,ARG,18-03-2021,2289249
Argentina,ARG,19-03-2021,2382859
Argentina,ARG,20-03-2021,2472426
Argentina,ARG,21-03-2021,2514480
Argentina,ARG,22-03-2021,2535054
Argentina,ARG,23-03-2021,2618750
Argentina,ARG,24-03-2021,2694454
Argentina,ARG,25-03-2021,2730260
Argentina,ARG,26-03-2021,2824344
Argentina,ARG,27-03-2021,2908932
Argentina,ARG,28-03-2021,2959843
Argentina,ARG,29-03-2021,2980182
Argentina,ARG,30-03-2021,3073630
Argentina,ARG,31-03-2021,3214538
Argentina,ARG,01-04-2021,3342427
Argentina,ARG,02-04-2021,3440284
Argentina,ARG,03-04-2021,3495125
Argentina,ARG,04-04-2021,3550166
Argentina,ARG,05-04-2021,3576423
Argentina,ARG,06-04-2021,3712009
Argentina,ARG,07-04-2021,3870734
Argentina,ARG,08-04-2021,4064154
Argentina,ARG,09-04-2021,4244964
Argentina,ARG,10-04-2021,4478948
Argentina,ARG,11-04-2021,4586426
Argentina,ARG,12-04-2021,4661085
Argentina,ARG,13-04-2021,4836246
Argentina,ARG,14-04-2021,4996672
Argentina,ARG,15-04-2021,5163344
Argentina,ARG,16-04-2021,5305604
Argentina,ARG,17-04-2021,5431994
Argentina,ARG,18-04-2021,5489318
Argentina,ARG,19-04-2021,5534225
Argentina,ARG,20-04-2021,5620411
Argentina,ARG,21-04-2021,5722607
Argentina,ARG,22-04-2021,5851232
Argentina,ARG,23-04-2021,5955371
Argentina,ARG,24-04-2021,6149835
Argentina,ARG,25-04-2021,6263849
Argentina,ARG,26-04-2021,6341959
Argentina,ARG,27-04-2021,6507572
Argentina,ARG,28-04-2021,6672739
Argentina,ARG,29-04-2021,6806565
Argentina,ARG,30-04-2021,6926650
Argentina,ARG,01-05-2021,7002992
Argentina,ARG,02-05-2021,7025492
Argentina,ARG,03-05-2021,7051772
Argentina,ARG,04-05-2021,7149293
Argentina,ARG,05-05-2021,7261176
Argentina,ARG,06-05-2021,7399515
Argentina,ARG,07-05-2021,7555386
Argentina,ARG,08-05-2021,7660652
Argentina,ARG,09-05-2021,7688877
Argentina,ARG,10-05-2021,7718272
Argentina,ARG,11-05-2021,7790786
Armenia,ARM,31-03-2021,565
Aruba,ABW,29-03-2021,15600
Aruba,ABW,10-04-2021,29197
Aruba,ABW,12-04-2021,31139
Aruba,ABW,13-04-2021,33563
Aruba,ABW,14-04-2021,36058
Aruba,ABW,15-04-2021,37981
Aruba,ABW,16-04-2021,39961
Aruba,ABW,17-04-2021,41770
Aruba,ABW,18-04-2021,41837
Aruba,ABW,19-04-2021,43266
Aruba,ABW,20-04-2021,43945
Aruba,ABW,21-04-2021,44421
Aruba,ABW,22-04-2021,45097
Aruba,ABW,23-04-2021,48061
Aruba,ABW,24-04-2021,49351
Aruba,ABW,25-04-2021,53161
Aruba,ABW,26-04-2021,53244
Aruba,ABW,28-04-2021,53813
Aruba,ABW,29-04-2021,54095
Aruba,ABW,30-04-2021,54306
Aruba,ABW,03-05-2021,54614
Aruba,ABW,04-05-2021,55152
Aruba,ABW,05-05-2021,55359
Aruba,ABW,06-05-2021,55371
Aruba,ABW,07-05-2021,55625
Aruba,ABW,08-05-2021,55744
Aruba,ABW,10-05-2021,56009
Aruba,ABW,11-05-2021,56288
Asia,,15-12-2020,0
Asia,,19-12-2020,61
Asia,,20-12-2020,7417
Asia,,21-12-2020,32300
Asia,,22-12-2020,76917
Asia,,23-12-2020,178720
Asia,,24-12-2020,263148
Asia,,25-12-2020,302065
Asia,,26-12-2020,335649
Asia,,27-12-2020,442075
Asia,,28-12-2020,579992
Asia,,29-12-2020,738600
Asia,,30-12-2020,894265
Asia,,31-12-2020,1055212
Asia,,01-01-2021,1127148
Asia,,02-01-2021,1200227
Asia,,03-01-2021,1351805
Asia,,04-01-2021,1506454
Asia,,05-01-2021,1635599
Asia,,06-01-2021,1744494
Asia,,07-01-2021,1864975
Asia,,08-01-2021,1937383
Asia,,09-01-2021,1987746
Asia,,10-01-2021,2867838
Asia,,11-01-2021,2897981
Asia,,12-01-2021,2932195
Asia,,13-01-2021,2989788
Asia,,14-01-2021,3055742
Asia,,15-01-2021,3099604
Asia,,16-01-2021,3335057
Asia,,17-01-2021,3440822
Asia,,18-01-2021,3741355
Asia,,19-01-2021,4035479
Asia,,20-01-2021,4244187
Asia,,21-01-2021,4550814
Asia,,22-01-2021,5121386
Asia,,23-01-2021,5382839
Asia,,24-01-2021,5502313
Asia,,25-01-2021,6004062
Asia,,26-01-2021,6193760
Asia,,27-01-2021,6718860
Asia,,28-01-2021,7432901
Asia,,29-01-2021,8083746
Asia,,30-01-2021,8472630
Asia,,31-01-2021,8645756
Asia,,01-02-2021,9116650
Asia,,02-02-2021,9477254
Asia,,03-02-2021,9920578
Asia,,04-02-2021,10612577
Asia,,05-02-2021,11537933
Asia,,06-02-2021,12024564
Asia,,07-02-2021,12166746
Asia,,08-02-2021,12723116
Asia,,09-02-2021,13347376
Asia,,10-02-2021,14224700
Asia,,11-02-2021,14868795
Asia,,12-02-2021,18450718
Asia,,13-02-2021,19205763
Asia,,14-02-2021,19557736
Asia,,15-02-2021,20688197
Asia,,16-02-2021,21633604
Asia,,17-02-2021,22808400
Asia,,18-02-2021,24280065
Asia,,19-02-2021,25030889
Asia,,20-02-2021,26039287
Asia,,21-02-2021,26359938
Asia,,22-02-2021,27117093
Asia,,23-02-2021,30738069
Asia,,24-02-2021,31667120
Asia,,25-02-2021,32571495
Asia,,26-02-2021,33278624
Asia,,27-02-2021,33866740
Asia,,28-02-2021,34229317
Asia,,01-03-2021,35243448
Asia,,02-03-2021,36788775
Asia,,03-03-2021,38320695
Asia,,04-03-2021,39991552
Asia,,05-03-2021,41595527
Asia,,06-03-2021,42942090
Asia,,07-03-2021,43697315
Asia,,08-03-2021,45845215
Asia,,09-03-2021,47697538
Asia,,10-03-2021,49849163
Asia,,11-03-2021,50850902
Asia,,12-03-2021,52803838
Asia,,13-03-2021,54496222
Asia,,14-03-2021,55237708
Asia,,15-03-2021,58558674
Asia,,16-03-2021,61116883
Asia,,17-03-2021,63452008
Asia,,18-03-2021,65766600
Asia,,19-03-2021,69972574
Asia,,20-03-2021,72918472
Asia,,21-03-2021,73489991
Asia,,22-03-2021,77458236
Asia,,23-03-2021,80603916
Asia,,24-03-2021,83168463
Asia,,25-03-2021,85942419
Asia,,26-03-2021,88987682
Asia,,27-03-2021,91366659
Asia,,28-03-2021,91973120
Asia,,29-03-2021,93261348
Asia,,30-03-2021,95744000
Asia,,31-03-2021,99803434
Asia,,01-04-2021,104033718
Asia,,02-04-2021,108325981
Asia,,03-04-2021,111481313
Asia,,04-04-2021,114957764
Asia,,05-04-2021,119269164
Asia,,06-04-2021,124209530
Asia,,07-04-2021,127955804
Asia,,08-04-2021,132866913
Asia,,09-04-2021,136698175
Asia,,10-04-2021,140914679
Asia,,11-04-2021,144070479
Asia,,12-04-2021,148432709
Asia,,13-04-2021,151554333
Asia,,14-04-2021,155412281
Asia,,15-04-2021,158416391
Asia,,16-04-2021,161084141
Asia,,17-04-2021,163532529
Asia,,18-04-2021,165625746
Asia,,19-04-2021,168667819
Asia,,20-04-2021,171277824
Asia,,21-04-2021,174197163
Asia,,22-04-2021,177152961
Asia,,23-04-2021,177970278
Asia,,24-04-2021,178559011
Asia,,25-04-2021,183403750
Asia,,26-04-2021,186299040
Asia,,27-04-2021,188719222
Asia,,28-04-2021,192146772
Asia,,29-04-2021,195446374
Asia,,30-04-2021,197671935
Asia,,01-05-2021,198875263
Asia,,02-05-2021,199566587
Asia,,03-05-2021,201009681
Asia,,04-05-2021,203236224
Asia,,05-05-2021,205386114
Asia,,06-05-2021,207912639
Asia,,07-05-2021,210124712
Asia,,08-05-2021,211565603
Asia,,09-05-2021,212677687
Asia,,10-05-2021,215520681
Asia,,11-05-2021,218992504
Australia,AUS,15-02-2021,0
Australia,AUS,16-02-2021,0
Australia,AUS,17-02-2021,0
Australia,AUS,18-02-2021,0
Australia,AUS,19-02-2021,0
Australia,AUS,20-02-2021,0
Australia,AUS,21-02-2021,0
Australia,AUS,22-02-2021,20
Australia,AUS,23-02-2021,2879
Australia,AUS,24-02-2021,6908
Australia,AUS,25-02-2021,17500
Australia,AUS,26-02-2021,25000
Australia,AUS,27-02-2021,30000
Australia,AUS,28-02-2021,31894
Australia,AUS,01-03-2021,33702
Australia,AUS,02-03-2021,41907
Australia,AUS,03-03-2021,50840
Australia,AUS,04-03-2021,61008
Australia,AUS,05-03-2021,71867
Australia,AUS,06-03-2021,76940
Australia,AUS,07-03-2021,81345
Australia,AUS,08-03-2021,86369
Australia,AUS,09-03-2021,94908
Australia,AUS,10-03-2021,106200
Australia,AUS,11-03-2021,125000
Australia,AUS,12-03-2021,135103
Australia,AUS,13-03-2021,159294
Austria,AUT,27-12-2020,732
Austria,AUT,28-12-2020,2033
Austria,AUT,29-12-2020,3653
Austria,AUT,30-12-2020,5006
Austria,AUT,31-12-2020,5014
Austria,AUT,01-01-2021,5018
Austria,AUT,02-01-2021,5026
Austria,AUT,03-01-2021,5028
Austria,AUT,04-01-2021,5147
Austria,AUT,05-01-2021,6939
Austria,AUT,06-01-2021,7778
Austria,AUT,07-01-2021,10968
Austria,AUT,08-01-2021,23956
Austria,AUT,09-01-2021,28365
Austria,AUT,10-01-2021,30589
Austria,AUT,11-01-2021,36253
Austria,AUT,12-01-2021,51051
Austria,AUT,13-01-2021,66519
Austria,AUT,14-01-2021,83295
Austria,AUT,15-01-2021,101653
Austria,AUT,16-01-2021,108415
Austria,AUT,17-01-2021,113742
Austria,AUT,18-01-2021,124278
Austria,AUT,19-01-2021,148803
Austria,AUT,20-01-2021,171026
Austria,AUT,21-01-2021,190624
Austria,AUT,22-01-2021,201733
Austria,AUT,23-01-2021,204869
Austria,AUT,24-01-2021,206117
Austria,AUT,25-01-2021,207501
Austria,AUT,26-01-2021,215285
Austria,AUT,27-01-2021,222812
Austria,AUT,28-01-2021,230075
Austria,AUT,29-01-2021,235440
Austria,AUT,30-01-2021,236777
Austria,AUT,31-01-2021,237136
Austria,AUT,01-02-2021,238720
Austria,AUT,02-02-2021,241849
Austria,AUT,03-02-2021,245071
Austria,AUT,04-02-2021,248134
Austria,AUT,05-02-2021,252275
Austria,AUT,06-02-2021,255041
Austria,AUT,07-02-2021,255668
Austria,AUT,08-02-2021,257727
Austria,AUT,09-02-2021,260578
Austria,AUT,10-02-2021,264177
Austria,AUT,11-02-2021,269522
Austria,AUT,12-02-2021,278000
Austria,AUT,13-02-2021,283344
Austria,AUT,14-02-2021,283804
Austria,AUT,15-02-2021,287729
Austria,AUT,16-02-2021,294766
Austria,AUT,17-02-2021,304716
Austria,AUT,18-02-2021,316477
Austria,AUT,19-02-2021,329444
Austria,AUT,20-02-2021,340704
Austria,AUT,21-02-2021,346314
Austria,AUT,22-02-2021,351406
Austria,AUT,23-02-2021,361844
Austria,AUT,24-02-2021,378203
Austria,AUT,25-02-2021,394525
Austria,AUT,26-02-2021,418483
Austria,AUT,27-02-2021,441295
Austria,AUT,28-02-2021,451013
Austria,AUT,01-03-2021,458852
Austria,AUT,02-03-2021,481871
Austria,AUT,03-03-2021,507350
Austria,AUT,04-03-2021,531805
Austria,AUT,05-03-2021,565558
Austria,AUT,06-03-2021,591042
Austria,AUT,07-03-2021,602248
Austria,AUT,08-03-2021,612386
Austria,AUT,09-03-2021,637165
Austria,AUT,10-03-2021,661473
Austria,AUT,11-03-2021,700678
Austria,AUT,12-03-2021,753366
Austria,AUT,13-03-2021,799730
Austria,AUT,14-03-2021,825186
Austria,AUT,15-03-2021,843842
Austria,AUT,16-03-2021,865904
Austria,AUT,17-03-2021,892012
Austria,AUT,18-03-2021,918647
Austria,AUT,19-03-2021,963775
Austria,AUT,20-03-2021,1001295
Austria,AUT,21-03-2021,1012912
Austria,AUT,22-03-2021,1026195
Austria,AUT,23-03-2021,1045154
Austria,AUT,24-03-2021,1066640
Austria,AUT,25-03-2021,1095978
Austria,AUT,26-03-2021,1127981
Austria,AUT,27-03-2021,1154644
Austria,AUT,28-03-2021,1164486
Austria,AUT,29-03-2021,1185447
Austria,AUT,30-03-2021,1214811
Austria,AUT,31-03-2021,1236897
Austria,AUT,01-04-2021,1259583
Austria,AUT,02-04-2021,1284200
Austria,AUT,03-04-2021,1296901
Austria,AUT,04-04-2021,1305129
Austria,AUT,05-04-2021,1312877
Austria,AUT,06-04-2021,1339011
Austria,AUT,07-04-2021,1378301
Austria,AUT,08-04-2021,1424776
Austria,AUT,09-04-2021,1469739
Austria,AUT,10-04-2021,1506091
Austria,AUT,11-04-2021,1516348
Austria,AUT,12-04-2021,1544010
Austria,AUT,13-04-2021,1577156
Austria,AUT,14-04-2021,1630347
Austria,AUT,15-04-2021,1684819
Austria,AUT,16-04-2021,1736163
Austria,AUT,17-04-2021,1771687
Austria,AUT,18-04-2021,1786444
Austria,AUT,19-04-2021,1812068
Austria,AUT,20-04-2021,1844358
Austria,AUT,21-04-2021,1896017
Austria,AUT,22-04-2021,1955549
Austria,AUT,23-04-2021,2011727
Austria,AUT,24-04-2021,2045780
Austria,AUT,25-04-2021,2071570
Austria,AUT,26-04-2021,2098574
Austria,AUT,27-04-2021,2134969
Austria,AUT,28-04-2021,2177868
Austria,AUT,29-04-2021,2238124
Austria,AUT,30-04-2021,2303770
Austria,AUT,01-05-2021,2337495
Austria,AUT,02-05-2021,2352708
Austria,AUT,03-05-2021,2370082
Austria,AUT,04-05-2021,2410474
Austria,AUT,05-05-2021,2469575
Austria,AUT,06-05-2021,2544810
Austria,AUT,07-05-2021,2627426
Austria,AUT,08-05-2021,2660203
Austria,AUT,09-05-2021,2672621
Austria,AUT,10-05-2021,2703508
Austria,AUT,11-05-2021,2749793
Azerbaijan,AZE,17-01-2021,0
Azerbaijan,AZE,06-02-2021,65000
Azerbaijan,AZE,01-03-2021,293360
Azerbaijan,AZE,03-03-2021,337315
Azerbaijan,AZE,09-03-2021,411496
Azerbaijan,AZE,10-03-2021,428635
Azerbaijan,AZE,11-03-2021,436849
Azerbaijan,AZE,12-03-2021,443888
Azerbaijan,AZE,13-03-2021,450316
Azerbaijan,AZE,14-03-2021,453586
Azerbaijan,AZE,20-03-2021,482664
Azerbaijan,AZE,26-03-2021,510420
Azerbaijan,AZE,01-04-2021,558485
Azerbaijan,AZE,02-04-2021,569994
Azerbaijan,AZE,03-04-2021,582463
Azerbaijan,AZE,04-04-2021,590914
Azerbaijan,AZE,05-04-2021,591012
Azerbaijan,AZE,06-04-2021,611471
Azerbaijan,AZE,07-04-2021,639463
Azerbaijan,AZE,08-04-2021,672503
Azerbaijan,AZE,09-04-2021,706433
Azerbaijan,AZE,10-04-2021,739319
Azerbaijan,AZE,11-04-2021,758275
Azerbaijan,AZE,12-04-2021,758289
Azerbaijan,AZE,13-04-2021,787066
Azerbaijan,AZE,14-04-2021,813413
Azerbaijan,AZE,15-04-2021,837304
Azerbaijan,AZE,16-04-2021,859338
Azerbaijan,AZE,17-04-2021,879356
Azerbaijan,AZE,18-04-2021,889216
Azerbaijan,AZE,19-04-2021,889232
Azerbaijan,AZE,20-04-2021,899213
Azerbaijan,AZE,21-04-2021,908672
Azerbaijan,AZE,22-04-2021,917877
Azerbaijan,AZE,23-04-2021,926076
Azerbaijan,AZE,24-04-2021,934906
Azerbaijan,AZE,25-04-2021,939098
Azerbaijan,AZE,26-04-2021,939460
Azerbaijan,AZE,27-04-2021,946834
Azerbaijan,AZE,28-04-2021,953545
Azerbaijan,AZE,29-04-2021,959804
Azerbaijan,AZE,30-04-2021,966132
Azerbaijan,AZE,01-05-2021,971523
Azerbaijan,AZE,02-05-2021,975208
Azerbaijan,AZE,04-05-2021,980005
Azerbaijan,AZE,05-05-2021,987962
Azerbaijan,AZE,06-05-2021,992252
Azerbaijan,AZE,07-05-2021,996400
Azerbaijan,AZE,08-05-2021,1001968
Azerbaijan,AZE,09-05-2021,1005678
Azerbaijan,AZE,10-05-2021,1005704
Azerbaijan,AZE,11-05-2021,1009487
Bahamas,BHS,13-03-2021,0
Bahamas,BHS,14-03-2021,100
Bahamas,BHS,21-03-2021,1500
Bahamas,BHS,28-03-2021,7000
Bahamas,BHS,07-04-2021,10000
Bahamas,BHS,11-04-2021,15000
Bahamas,BHS,20-04-2021,21907
Bahamas,BHS,27-04-2021,25692
Bahamas,BHS,09-05-2021,36000
Bahrain,BHR,23-12-2020,38965
Bahrain,BHR,24-12-2020,50071
Bahrain,BHR,25-12-2020,50543
Bahrain,BHR,26-12-2020,51556
Bahrain,BHR,27-12-2020,53614
Bahrain,BHR,28-12-2020,55014
Bahrain,BHR,29-12-2020,56041
Bahrain,BHR,30-12-2020,57317
Bahrain,BHR,31-12-2020,58643
Bahrain,BHR,01-01-2021,59351
Bahrain,BHR,02-01-2021,60097
Bahrain,BHR,03-01-2021,60689
Bahrain,BHR,04-01-2021,61612
Bahrain,BHR,05-01-2021,63893
Bahrain,BHR,06-01-2021,68472
Bahrain,BHR,07-01-2021,72239
Bahrain,BHR,08-01-2021,78291
Bahrain,BHR,09-01-2021,84157
Bahrain,BHR,10-01-2021,89250
Bahrain,BHR,11-01-2021,92598
Bahrain,BHR,12-01-2021,97776
Bahrain,BHR,13-01-2021,101363
Bahrain,BHR,14-01-2021,109566
Bahrain,BHR,15-01-2021,122819
Bahrain,BHR,16-01-2021,137159
Bahrain,BHR,17-01-2021,141563
Bahrain,BHR,18-01-2021,142831
Bahrain,BHR,19-01-2021,143596
Bahrain,BHR,20-01-2021,144130
Bahrain,BHR,26-01-2021,165953
Bahrain,BHR,27-01-2021,167731
Bahrain,BHR,28-01-2021,169440
Bahrain,BHR,29-01-2021,169810
Bahrain,BHR,30-01-2021,170433
Bahrain,BHR,31-01-2021,171568
Bahrain,BHR,01-02-2021,172912
Bahrain,BHR,02-02-2021,174075
Bahrain,BHR,03-02-2021,175094
Bahrain,BHR,04-02-2021,177233
Bahrain,BHR,05-02-2021,179550
Bahrain,BHR,06-02-2021,182543
Bahrain,BHR,07-02-2021,191406
Bahrain,BHR,08-02-2021,201116
Bahrain,BHR,09-02-2021,212940
Bahrain,BHR,10-02-2021,219595
Bahrain,BHR,11-02-2021,224919
Bahrain,BHR,12-02-2021,232540
Bahrain,BHR,13-02-2021,242260
Bahrain,BHR,14-02-2021,248775
Bahrain,BHR,15-02-2021,250946
Bahrain,BHR,16-02-2021,252990
Bahrain,BHR,17-02-2021,257580
Bahrain,BHR,18-02-2021,263422
Bahrain,BHR,19-02-2021,268273
Bahrain,BHR,20-02-2021,271749
Bahrain,BHR,21-02-2021,274960
Bahrain,BHR,22-02-2021,278222
Bahrain,BHR,23-02-2021,281425
Bahrain,BHR,24-02-2021,284948
Bahrain,BHR,25-02-2021,290103
Bahrain,BHR,26-02-2021,292917
Bahrain,BHR,27-02-2021,295296
Bahrain,BHR,28-02-2021,298171
Bahrain,BHR,01-03-2021,301103
Bahrain,BHR,02-03-2021,302671
Bahrain,BHR,03-03-2021,303962
Bahrain,BHR,04-03-2021,305619
Bahrain,BHR,05-03-2021,307142
Bahrain,BHR,06-03-2021,307145
Bahrain,BHR,07-03-2021,308465
Bahrain,BHR,08-03-2021,309741
Bahrain,BHR,09-03-2021,310644
Bahrain,BHR,10-03-2021,311829
Bahrain,BHR,11-03-2021,312104
Bahrain,BHR,12-03-2021,312119
Bahrain,BHR,13-03-2021,322508
Bahrain,BHR,14-03-2021,337016
Bahrain,BHR,15-03-2021,349970
Bahrain,BHR,16-03-2021,361241
Bahrain,BHR,17-03-2021,374873
Bahrain,BHR,18-03-2021,386426
Bahrain,BHR,19-03-2021,396356
Bahrain,BHR,20-03-2021,407322
Bahrain,BHR,21-03-2021,417364
